latitude,longitude,confidence,,,
46.468,-117.475,80,,,
46.559,-117.43,59,,,
46.557,-117.443,71,,,
46.743,-117.797,84,,,
46.908,-117.399,69,,,
47.072,-119.191,100,,,
47.07,-119.206,100,,,
48.522,-119.352,30,,,
19.368,-155.075,87,,,
19.378,-155.077,100,,,
19.376,-155.088,27,,,
19.4,-155.282,100,,,
19.398,-155.293,94,,,
19.409,-155.283,93,,,
17.522,-91.691,73,,,
17.682,-90.842,100,,,
17.716,-90.806,62,,,
17.714,-90.815,83,,,
17.77,-90.805,40,,,
17.76,-91.134,91,,,
17.759,-91.143,82,,,
18.011,-90.34,81,,,
18.01,-90.349,66,,,
18.076,-90.662,67,,,
18.142,-90.526,70,,,
17.893,-92.484,66,,,
17.891,-92.494,92,,,
17.84,-93.115,100,,,
17.839,-93.126,100,,,
17.902,-93.187,76,,,
18.21,-91.903,82,,,
18.309,-91.857,94,,,
18.307,-91.866,79,,,
18.075,-93.508,14,,,
17.571,-96.697,50,,,
17.569,-96.711,65,,,
18.745,-89.08,67,,,
18.864,-90.297,61,,,
19.085,-89.409,74,,,
19.145,-89.315,85,,,
19.143,-89.326,84,,,
19.045,-90.45,83,,,
19.044,-90.46,88,,,
19.282,-90.266,91,,,
19.281,-90.276,64,,,
19.395,-90.646,82,,,
19.404,-90.647,60,,,
19.403,-90.657,52,,,
19.396,-92.043,50,,,
18.025,-100.268,31,,,
19.683,-90.363,88,,,
19.681,-90.373,63,,,
19.46,-98.8,77,,,
21.084,-88.666,39,,,
22.236,-99.283,56,,,
22.896,-99.012,40,,,
20.895,-77.586,88,,,
20.887,-77.627,51,,,
20.897,-77.593,100,,,
35.16,-94.074,72,,,
34.834,-96.627,62,,,
34.832,-96.639,45,,,
40.127,-97.157,100,,,
26.616,-78.471,69,,,
22.878,-80.906,25,,,
22.876,-80.896,100,,,
22.255,-78.907,43,,,
22.682,-83.036,59,,,
22.68,-83.024,100,,,
21.887,-77.843,100,,,
21.885,-77.833,97,,,
21.879,-77.855,63,,,
21.877,-77.845,100,,,
20.812,-76.716,56,,,
20.904,-77.597,100,,,
20.903,-77.586,75,,,
20.893,-77.588,74,,,
20.777,-77.833,87,,,
20.775,-77.823,52,,,
20.768,-77.835,79,,,
19.377,-155.088,91,,,
19.409,-155.288,100,,,
19.386,-155.054,42,,,
19.382,-155.096,62,,,
19.402,-155.257,64,,,
19.399,-155.294,100,,,
19.415,-155.296,52,,,
26.891,-101.411,56,,,
26.889,-101.456,81,,,
26.887,-101.445,80,,,
26.882,-101.413,64,,,
22.462,-99.275,43,,,
22.484,-104.373,42,,,
22.37,-104.601,32,,,
20.923,-104.172,100,,,
20.907,-104.185,39,,,
20.905,-104.175,17,,,
19.959,-99.388,22,,,
19.447,-98.773,59,,,
18.831,-98.859,48,,,
18.828,-98.841,61,,,
18.828,-98.847,83,,,
18.642,-101.364,60,,,
18.671,-102.523,42,,,
18.67,-102.513,64,,,
18.023,-100.257,48,,,
17.953,-100.582,51,,,
17.829,-100.341,25,,,
19.415,-155.283,33,,,
19.414,-155.274,53,,,
19.385,-155.075,100,,,
19.384,-155.066,100,,,
19.406,-155.285,100,,,
19.405,-155.275,100,,,
19.376,-155.077,100,,,
19.375,-155.067,100,,,
18.927,-70.353,35,,,
18.93,-70.359,35,,,
35.796,-80.926,54,,,
36.439,-85.183,27,,,
36.312,-86.248,70,,,
36.31,-86.236,84,,,
35.86,-85.46,38,,,
35.986,-86.575,32,,,
35.727,-86.357,64,,,
35.498,-86.417,73,,,
34.885,-85.061,48,,,
33.907,-82.967,89,,,
33.416,-81.899,65,,,
33.019,-79.888,58,,,
33.016,-79.873,25,,,
33.541,-83.29,0,,,
33.565,-83.682,65,,,
33.564,-83.671,48,,,
33.659,-85.252,84,,,
33.335,-83.331,58,,,
33.066,-81.969,78,,,
33.531,-86.755,61,,,
33.44,-86.278,43,,,
32.487,-82.501,59,,,
32.158,-81.191,36,,,
32.102,-80.882,0,,,
31.818,-81.901,74,,,
31.816,-81.888,52,,,
32.171,-84.534,54,,,
31.776,-85.295,78,,,
31.297,-82.707,53,,,
31.331,-83.357,61,,,
31.428,-84.026,53,,,
31.689,-86.18,60,,,
31.419,-84.327,74,,,
31.327,-85.702,89,,,
31.326,-85.692,86,,,
30.806,-83.892,68,,,
30.804,-83.881,67,,,
30.881,-84.678,72,,,
30.88,-84.668,62,,,
30.963,-94.054,65,,,
30.961,-94.062,56,,,
30.873,-94.652,34,,,
30.874,-94.658,64,,,
30.859,-94.659,64,,,
26.664,-78.497,57,,,
26.62,-78.483,75,,,
26.615,-78.459,82,,,
26.62,-78.463,55,,,
26.607,-78.466,39,,,
22.801,-80.769,77,,,
22.797,-80.75,100,,,
22.793,-80.73,69,,,
22.881,-81.256,37,,,
22.795,-80.756,99,,,
22.791,-80.736,79,,,
22.825,-81.255,46,,,
22.573,-80.003,64,,,
22.773,-82.049,46,,,
22.645,-82.822,62,,,
20.623,-76.479,81,,,
20.624,-76.484,81,,,
20.825,-88.518,75,,,
20.824,-88.508,74,,,
20.815,-88.51,87,,,
20.776,-88.368,87,,,
20.774,-88.359,42,,,
20.525,-88.358,39,,,
20.514,-88.468,69,,,
20.558,-88.846,73,,,
20.524,-88.861,92,,,
20.522,-88.851,85,,,
20.529,-89.158,97,,,
20.528,-89.148,100,,,
20.482,-89.287,87,,,
20.48,-89.277,59,,,
20.347,-89.168,62,,,
20.345,-89.158,79,,,
20.246,-88.529,74,,,
20.237,-88.53,86,,,
20.195,-88.235,57,,,
20.193,-88.226,56,,,
20.099,-88.721,75,,,
20.098,-88.712,72,,,
20.134,-89.033,75,,,
20.138,-89.192,89,,,
20.129,-89.194,81,,,
20.005,-90.236,80,,,
20.004,-90.225,60,,,
20.847,-98.889,59,,,
20.848,-98.896,55,,,
19.705,-90.05,79,,,
19.162,-88.419,69,,,
19.283,-90.261,77,,,
18.787,-88.692,88,,,
18.786,-88.683,67,,,
19.788,-97.787,33,,,
19.78,-97.794,74,,,
18.859,-90.738,95,,,
18.657,-90.063,79,,,
18.652,-90.07,92,,,
18.65,-90.06,94,,,
18.642,-90.072,100,,,
18.641,-90.061,99,,,
18.423,-88.726,95,,,
18.736,-91.123,61,,,
18.601,-90.182,68,,,
18.528,-90.645,88,,,
18.526,-90.634,88,,,
17.975,-88.683,77,,,
17.985,-89.008,92,,,
17.984,-88.998,87,,,
17.976,-89.009,69,,,
17.975,-89,42,,,
17.904,-88.513,78,,,
17.903,-88.503,77,,,
18.227,-90.895,82,,,
18.226,-90.884,64,,,
18.166,-90.614,74,,,
18.081,-90.664,82,,,
18.156,-91.448,49,,,
17.69,-88.565,78,,,
17.891,-90.618,74,,,
17.545,-88.518,72,,,
17.544,-88.508,81,,,
17.699,-90.562,100,,,
17.698,-90.552,73,,,
17.799,-91.37,78,,,
17.798,-91.358,79,,,
17.688,-90.553,83,,,
17.687,-90.543,60,,,
17.713,-90.807,63,,,
17.702,-90.864,75,,,
17.68,-90.845,19,,,
17.648,-91.224,88,,,
17.647,-91.213,92,,,
17.531,-91.111,66,,,
18.446,-69.136,78,,,
18.475,-69.52,56,,,
18.484,-69.521,94,,,
18.483,-69.531,81,,,
18.908,-71.628,74,,,
19.164,-71.637,36,,,
19.701,-71.621,43,,,
20.098,-76.12,32,,,
20.157,-76.099,90,,,
20.234,-75.811,91,,,
20.246,-75.813,100,,,
20.039,-77.448,59,,,
20.343,-76.092,67,,,
20.232,-76.839,63,,,
20.366,-77.038,58,,,
20.689,-77.011,70,,,
20.686,-77.018,51,,,
20.768,-77.841,63,,,
21.069,-77.168,49,,,
21.181,-76.927,38,,,
21.208,-76.847,59,,,
21.207,-76.852,69,,,
21.851,-77.796,0,,,
21.757,-79.006,83,,,
21.751,-79.035,82,,,
21.781,-79.424,91,,,
21.775,-79.455,35,,,
21.796,-79.428,50,,,
21.778,-79.428,78,,,
21.793,-79.432,90,,,
21.949,-79.573,65,,,
22.263,-80.231,37,,,
22.629,-79.886,73,,,
22.639,-79.894,77,,,
26.734,-77.384,61,,,
26.609,-78.465,67,,,
26.621,-78.468,53,,,
26.62,-78.473,37,,,
26.654,-78.504,82,,,
26.666,-78.507,39,,,
28.943,-107.355,70,,,
28.941,-107.343,69,,,
26.873,-108.401,23,,,
24.941,-107.678,63,,,
21.602,-101.675,51,,,
19.936,-102.024,76,,,
19.928,-101.986,49,,,
19.933,-102.03,76,,,
19.925,-101.992,73,,,
19.772,-101.783,75,,,
19.857,-102.526,56,,,
19.867,-102.529,42,,,
19.744,-102.009,24,,,
19.779,-102.881,31,,,
19.771,-102.889,29,,,
19.332,-103.486,74,,,
19.022,-102.79,67,,,
18.869,-103.11,38,,,
18.862,-103.077,81,,,
18.69,-102.246,75,,,
18.871,-103.081,86,,,
18.688,-102.252,71,,,
18.759,-103.106,39,,,
18.752,-103.071,49,,,
18.761,-103.079,47,,,
18.615,-103.384,50,,,
18.609,-103.352,29,,,
18.616,-103.359,60,,,
18.582,-103.272,71,,,
18.574,-103.23,74,,,
45.915,-97.787,72,,,
47.58,-112.227,73,,,
47.578,-112.204,82,,,
47.566,-112.206,76,,,
38.522,-107.973,51,,,
34.376,-111.453,69,,,
34.374,-111.441,67,,,
34.403,-118.932,15,,,
33.418,-110.865,83,,,
33.417,-110.854,61,,,
33,-110.765,75,,,
30.935,-108.524,70,,,
39.431,-77.451,67,,,
40.814,-75.147,10,,,
46.256,-118.211,59,,,
46.255,-118.219,61,,,
46.246,-118.185,43,,,
39.596,-122.058,59,,,
38.993,-122.09,52,,,
38.992,-122.098,74,,,
17.569,-90.873,64,,,
17.59,-90.947,46,,,
17.672,-90.55,54,,,
17.681,-90.544,79,,,
17.672,-91.011,71,,,
17.702,-90.862,90,,,
17.7,-90.874,88,,,
17.73,-90.722,80,,,
17.741,-90.712,75,,,
17.74,-90.724,86,,,
17.741,-90.718,85,,,
17.8,-90.654,89,,,
17.799,-90.666,80,,,
17.81,-90.655,84,,,
17.809,-90.667,91,,,
17.786,-90.845,58,,,
17.792,-90.882,74,,,
17.79,-90.893,68,,,
17.759,-91.134,0,,,
17.757,-91.145,0,,,
17.778,-91.233,67,,,
17.859,-90.667,100,,,
17.857,-90.679,91,,,
17.787,-91.235,59,,,
17.834,-91.023,87,,,
17.844,-91.024,68,,,
17.919,-90.676,69,,,
18.093,-90.749,90,,,
18.092,-90.761,86,,,
18.132,-90.531,73,,,
18.141,-90.527,84,,,
18.14,-90.539,80,,,
18.163,-90.605,100,,,
18.161,-90.617,100,,,
18.01,-91.869,38,,,
18.52,-89.062,51,,,
18.237,-91.466,91,,,
18.235,-91.477,96,,,
18.525,-89.221,77,,,
17.559,-96.693,75,,,
17.556,-96.713,88,,,
17.69,-96.107,61,,,
17.611,-96.681,53,,,
18.056,-94.019,81,,,
18.054,-94.029,74,,,
18.644,-90.06,75,,,
18.642,-90.073,76,,,
18.586,-90.879,88,,,
18.176,-94.837,51,,,
18.175,-94.846,65,,,
18.169,-95.134,59,,,
17.719,-98.312,86,,,
17.714,-98.341,93,,,
17.712,-98.354,94,,,
18.641,-92.174,43,,,
17.729,-98.314,67,,,
17.738,-98.33,88,,,
17.735,-98.343,55,,,
18.814,-90.93,38,,,
17.741,-98.337,92,,,
18.875,-90.601,66,,,
18.329,-94.931,60,,,
17.838,-99.724,66,,,
17.835,-99.74,86,,,
19.202,-90.677,32,,,
19.272,-90.256,60,,,
19.271,-90.27,86,,,
17.952,-99.261,73,,,
19.248,-90.547,37,,,
19.305,-90.423,81,,,
19.304,-90.436,82,,,
19.344,-90.28,43,,,
17.863,-100.259,66,,,
17.868,-100.246,46,,,
17.864,-100.265,37,,,
17.937,-100.59,77,,,
18.454,-98.069,78,,,
18.405,-98.559,82,,,
18.511,-98.417,43,,,
18.075,-101.149,47,,,
18.341,-99.806,75,,,
18.338,-99.823,100,,,
19.034,-96.56,57,,,
18.675,-99.153,78,,,
18.823,-98.498,81,,,
18.821,-98.511,100,,,
20.275,-88.376,47,,,
18.976,-98.459,69,,,
20.199,-89.923,52,,,
20.198,-89.937,60,,,
18.791,-99.622,94,,,
19,-98.483,28,,,
19.015,-98.458,44,,,
19.013,-98.471,73,,,
19.011,-98.485,64,,,
19.077,-98.157,62,,,
19.026,-98.459,89,,,
18.709,-100.34,75,,,
19.368,-96.536,61,,,
18.977,-98.945,39,,,
18.866,-99.726,56,,,
18.863,-99.743,87,,,
20.379,-89.376,99,,,
18.873,-99.733,47,,,
20.376,-89.381,70,,,
18.996,-99.168,76,,,
19.423,-97.17,79,,,
19.422,-97.181,56,,,
18.832,-100.613,91,,,
18.828,-100.634,47,,,
18.844,-100.615,77,,,
19.369,-97.822,85,,,
19.367,-97.834,100,,,
19.379,-97.823,90,,,
19.377,-97.836,100,,,
18.617,-102.223,67,,,
18.636,-102.202,83,,,
18.631,-102.227,94,,,
18.625,-102.204,58,,,
18.621,-102.228,75,,,
18.639,-102.209,88,,,
18.634,-102.233,86,,,
18.69,-102.247,87,,,
18.694,-102.254,84,,,
19.454,-98.237,52,,,
19.465,-98.239,43,,,
19.558,-97.73,88,,,
20.909,-88.515,79,,,
19.267,-100.076,80,,,
20.921,-88.516,91,,,
20.914,-88.504,13,,,
20.912,-88.523,92,,,
20.951,-88.736,87,,,
20.949,-88.754,77,,,
19.495,-99.292,64,,,
19.492,-99.306,84,,,
19.782,-97.804,68,,,
19.837,-97.907,49,,,
19.819,-99.427,55,,,
19.39,-101.889,75,,,
19.385,-101.916,93,,,
19.206,-103.019,75,,,
19.666,-100.578,91,,,
19.663,-100.597,90,,,
19.396,-101.898,82,,,
19.391,-101.922,79,,,
19.669,-100.584,96,,,
19.666,-100.603,73,,,
19.211,-102.995,75,,,
19.205,-103.023,65,,,
19.763,-101.793,69,,,
19.76,-101.813,100,,,
19.776,-101.796,35,,,
19.773,-101.817,99,,,
19.744,-102.01,47,,,
19.834,-102.209,52,,,
19.84,-102.217,68,,,
19.633,-103.354,72,,,
19.922,-102.009,81,,,
19.918,-102.031,44,,,
19.929,-102.015,62,,,
20.653,-98.063,99,,,
20.651,-98.076,76,,,
20.425,-99.464,72,,,
20.242,-101.421,70,,,
19.838,-103.654,62,,,
20.477,-100.144,38,,,
19.834,-103.656,68,,,
20.658,-100.187,100,,,
20.655,-100.204,76,,,
20.669,-100.176,100,,,
20.666,-100.193,100,,,
21.213,-97.654,83,,,
21.211,-97.666,61,,,
20.231,-103.84,47,,,
20.224,-103.873,82,,,
20.227,-103.846,71,,,
20.22,-103.88,73,,,
20.479,-103.438,83,,,
20.552,-103.217,80,,,
20.484,-103.416,54,,,
20.478,-103.444,55,,,
20.559,-103.197,74,,,
20.553,-103.224,75,,,
20.754,-102.498,75,,,
20.543,-103.584,100,,,
20.537,-103.614,63,,,
20.541,-103.588,100,,,
21.611,-98.169,84,,,
21.793,-98.501,66,,,
22.006,-98.943,98,,,
22.004,-98.957,100,,,
22.014,-98.959,100,,,
22.012,-98.972,41,,,
21.616,-101.639,97,,,
21.612,-101.659,95,,,
22.539,-98.465,66,,,
22.549,-98.467,77,,,
22.837,-98.342,46,,,
22.822,-98.919,79,,,
23.124,-99.022,78,,,
23.013,-100.016,92,,,
28.175,-100.179,96,,,
28.185,-100.181,97,,,
28.927,-95.851,43,,,
28.726,-97.695,61,,,
29.357,-97.976,57,,,
30.144,-96.698,57,,,
30.52,-95.21,38,,,
30.519,-95.221,57,,,
30.937,-94.069,72,,,
30.865,-94.661,83,,,
30.864,-94.672,83,,,
30.875,-94.662,96,,,
30.873,-94.674,92,,,
30.958,-94.06,87,,,
30.957,-94.072,41,,,
30.908,-96.306,72,,,
30.907,-96.316,63,,,
30.813,-97.055,66,,,
31.49,-95.596,62,,,
31.55,-95.476,64,,,
31.31,-100.078,69,,,
33.307,-98.733,79,,,
34.548,-98.2,69,,,
35.779,-95.938,79,,,
35.777,-95.95,72,,,
36.856,-95.798,42,,,
38.934,-111.733,21,,,
44.348,-96.544,100,,,
44.347,-96.56,87,,,
44.67,-95.197,51,,,
44.705,-95.418,47,,,
44.706,-95.424,75,,,
45.131,-95.763,77,,,
45.129,-95.781,66,,,
45.104,-97.265,54,,,
46.119,-96.112,62,,,
48.503,-98.141,65,,,
48.722,-100.029,48,,,
46.687,-111.725,65,,,
46.699,-111.731,34,,,
47.496,-112.299,69,,,
47.666,-111.747,95,,,
47.66,-111.773,85,,,
47.635,-111.939,64,,,
47.667,-111.752,93,,,
47.66,-111.778,74,,,
47.635,-111.943,64,,,
19.404,-155.287,100,,,
19.4,-155.266,76,,,
19.379,-155.07,88,,,
19.406,-155.293,97,,,
19.402,-155.272,100,,,
37.035,-119.331,62,,,
38.943,-111.736,34,,,
38.189,-121.31,81,,,
38.188,-121.323,66,,,
39.068,-119.934,0,,,
39.173,-121.107,66,,,
41.844,-118.241,77,,,
46.236,-118.02,69,,,
46.408,-118.137,35,,,
46.406,-118.164,75,,,
46.829,-119.12,54,,,
47.235,-117.693,74,,,
47.518,-112.272,70,,,
47.505,-112.222,61,,,
47.615,-111.809,65,,,
28.972,-110.844,64,,,
35.579,-119.276,66,,,
36.227,-120.264,43,,,
17.838,-93.12,88,,,
17.838,-93.125,86,,,
17.561,-96.701,56,,,
17.561,-96.71,58,,,
17.507,-98.81,73,,,
17.506,-98.822,30,,,
17.73,-98.34,58,,,
17.599,-99.59,25,,,
17.609,-100.126,100,,,
17.608,-100.135,97,,,
17.852,-99.465,16,,,
17.851,-99.476,46,,,
17.862,-99.467,92,,,
17.86,-99.477,83,,,
17.87,-99.479,100,,,
17.846,-99.727,72,,,
17.845,-99.738,100,,,
17.852,-99.758,29,,,
18.344,-96.067,84,,,
17.838,-100.336,58,,,
17.837,-100.346,73,,,
17.821,-100.529,66,,,
17.826,-100.56,91,,,
17.825,-100.57,48,,,
17.88,-100.302,37,,,
17.877,-100.322,60,,,
17.933,-100.582,63,,,
17.932,-100.592,100,,,
17.873,-101.018,51,,,
17.944,-100.574,100,,,
17.942,-100.584,26,,,
18.014,-100.26,86,,,
18.013,-100.269,86,,,
18.022,-100.267,58,,,
18.021,-100.276,50,,,
17.95,-100.862,100,,,
17.949,-100.872,76,,,
17.952,-100.912,100,,,
17.951,-100.921,100,,,
17.961,-100.914,35,,,
18.054,-100.3,76,,,
18.62,-96.631,64,,,
18.406,-98.551,77,,,
17.934,-102.202,88,,,
17.933,-102.212,100,,,
18.516,-98.402,61,,,
18.449,-100.775,85,,,
18.788,-98.262,97,,,
18.454,-100.805,89,,,
18.453,-100.814,80,,,
18.798,-98.263,74,,,
18.93,-98.344,53,,,
18.673,-100.347,73,,,
18.671,-100.357,76,,,
18.942,-98.334,32,,,
18.94,-98.346,21,,,
18.633,-101.374,92,,,
19.029,-98.454,37,,,
18.866,-99.726,41,,,
18.865,-99.737,58,,,
18.642,-101.375,54,,,
18.651,-101.377,70,,,
18.9,-99.876,65,,,
19.001,-99.162,48,,,
19,-99.173,47,,,
19.11,-98.695,56,,,
19.273,-97.471,87,,,
19.271,-97.484,27,,,
18.662,-102.513,79,,,
18.661,-102.523,26,,,
18.671,-102.515,57,,,
19.223,-98.779,91,,,
19.233,-98.781,74,,,
19.554,-97.72,39,,,
18.911,-103.014,100,,,
18.922,-103.002,98,,,
18.92,-103.012,100,,,
18.919,-103.022,62,,,
18.931,-103.004,100,,,
18.929,-103.014,81,,,
19.283,-100.862,66,,,
19.84,-100.286,35,,,
19.838,-100.296,44,,,
19.749,-101.355,44,,,
19.769,-101.799,75,,,
19.768,-101.808,100,,,
19.767,-101.818,100,,,
19.822,-102.834,27,,,
19.831,-102.836,71,,,
20.14,-102.037,36,,,
20.139,-102.047,34,,,
20.64,-98.435,63,,,
20.636,-98.441,65,,,
20.303,-102.057,53,,,
20.663,-100.171,100,,,
20.661,-100.181,12,,,
20.675,-100.151,23,,,
20.673,-100.162,100,,,
20.227,-103.762,32,,,
20.233,-103.846,45,,,
20.918,-100.664,58,,,
20.544,-103.807,60,,,
20.763,-103.58,40,,,
20.761,-103.59,66,,,
20.864,-103.887,75,,,
21.089,-102.684,100,,,
21.087,-102.694,48,,,
20.894,-104.169,89,,,
20.892,-104.179,100,,,
20.89,-104.189,100,,,
20.903,-104.17,50,,,
20.901,-104.181,70,,,
20.9,-104.191,71,,,
20.914,-104.161,82,,,
20.904,-104.224,37,,,
20.923,-104.163,91,,,
20.932,-104.165,92,,,
20.931,-104.175,100,,,
20.923,-104.227,67,,,
21.828,-98.938,82,,,
21.827,-98.95,71,,,
21.835,-99.129,66,,,
21.834,-99.135,75,,,
21.586,-101.702,24,,,
22.602,-99.345,64,,,
22.601,-99.357,92,,,
22.002,-104.221,32,,,
22.199,-104.617,51,,,
23.007,-100.006,69,,,
22.361,-104.596,15,,,
22.36,-104.606,32,,,
23.011,-100.001,11,,,
23.009,-100.012,81,,,
22.367,-104.603,43,,,
22.376,-104.606,11,,,
26.877,-101.416,78,,,
26.882,-101.45,38,,,
26.892,-101.452,56,,,
26.89,-101.463,80,,,
20.416,-76.064,100,,,
20.439,-76.027,63,,,
20.438,-76.037,99,,,
20.447,-76.038,80,,,
20.364,-77.041,57,,,
20.67,-76.493,92,,,
20.669,-76.503,59,,,
21.707,-79.085,41,,,
21.706,-79.095,67,,,
21.99,-79.345,53,,,
21.988,-79.355,70,,,
22.543,-80.653,62,,,
22.99,-81.132,53,,,
22.969,-81.94,64,,,
26.617,-78.461,17,,,
26.769,-77.402,65,,,
26.626,-78.462,48,,,
26.777,-77.414,100,,,
26.775,-77.424,96,,,
26.785,-77.426,34,,,
33.017,-79.884,54,,,
37.237,-82.042,47,,,
19.685,-90.36,69,,,
19.609,-92.294,79,,,
19.6,-92.295,100,,,
19.599,-92.286,100,,,
19.399,-92.044,47,,,
19.092,-90.707,99,,,
18.653,-90.064,72,,,
19.772,-101.795,81,,,
19.768,-101.798,85,,,
19.277,-97.46,55,,,
18.38,-91.121,69,,,
17.985,-89.002,76,,,
17.958,-90.586,72,,,
18.354,-94.803,100,,,
18.353,-94.792,77,,,
18.355,-94.798,100,,,
17.897,-92.488,99,,,
17.904,-93.186,82,,,
17.902,-93.176,82,,,
17.849,-93.12,100,,,
17.847,-93.11,98,,,
17.84,-93.121,93,,,
17.838,-93.111,90,,,
18.061,-95.221,76,,,
17.6,-96.668,27,,,
17.558,-96.705,29,,,
17.864,-99.476,48,,,
17.506,-98.806,40,,,
19.371,-155.062,34,,,
19.369,-155.075,100,,,
19.382,-155.064,100,,,
19.38,-155.076,100,,,
19.378,-155.089,65,,,
19.408,-155.27,58,,,
19.406,-155.283,100,,,
19.404,-155.295,56,,,
19.408,-155.278,85,,,
19.403,-155.286,20,,,
39.225,-76.01,0,,,
26.775,-77.412,54,,,
26.762,-77.404,56,,,
26.749,-77.389,40,,,
22.9,-80.616,71,,,
22.898,-80.593,74,,,
22.544,-80.316,50,,,
22.545,-80.322,60,,,
22.373,-79.325,57,,,
22.224,-80.228,59,,,
22.191,-80.911,63,,,
21.844,-77.818,54,,,
21.834,-77.819,79,,,
21.832,-77.805,76,,,
21.743,-79.286,56,,,
21.176,-76.39,81,,,
21.061,-76.534,77,,,
20.833,-76.82,68,,,
20.842,-77.68,31,,,
20.624,-76.161,56,,,
20.408,-75.063,66,,,
20.437,-75.744,81,,,
20.536,-76.965,73,,,
20.417,-76.063,74,,,
20.416,-76.052,67,,,
20.414,-76.042,84,,,
20.469,-76.6,43,,,
19.648,-71.325,75,,,
20.239,-75.703,49,,,
20.258,-77.18,82,,,
20.257,-77.168,87,,,
20.224,-77.228,52,,,
20.162,-77.379,58,,,
19.205,-71.686,45,,,
19.078,-71.657,77,,,
19.074,-71.653,70,,,
40.136,-84.67,23,,,
37.621,-89.069,0,,,
37.074,-99.678,39,,,
35.965,-101.817,60,,,
35.963,-101.825,46,,,
33.6,-99.483,37,,,
32.453,-97.044,53,,,
31.835,-96.634,18,,,
31.25,-93.94,94,,,
31.248,-93.929,75,,,
31.24,-93.942,42,,,
31.617,-97.054,81,,,
31.616,-97.044,74,,,
31.301,-96.439,50,,,
30.805,-94.681,40,,,
31.086,-96.61,60,,,
30.796,-94.683,76,,,
30.787,-94.68,49,,,
30.885,-96.054,62,,,
30.884,-96.043,72,,,
30.754,-95.915,57,,,
30.098,-92.447,73,,,
30.975,-98.639,57,,,
30.973,-98.627,65,,,
30.726,-98.019,71,,,
29.756,-93.872,0,,,
29.837,-94.818,74,,,
29.784,-94.89,49,,,
29.721,-94.903,32,,,
29.23,-95.192,65,,,
29.396,-96.528,40,,,
29.279,-96.671,42,,,
29.279,-96.734,43,,,
28.813,-96.269,49,,,
27.576,-98.442,70,,,
25.581,-103.587,66,,,
24.866,-99.733,79,,,
24.165,-98.518,70,,,
21.397,-88.667,74,,,
21.389,-88.676,80,,,
23.087,-98.971,54,,,
21.263,-88.677,73,,,
21.282,-88.846,77,,,
21.254,-88.685,74,,,
21.273,-88.854,75,,,
21.171,-88.598,81,,,
21.164,-88.564,80,,,
21.163,-88.606,71,,,
21.156,-88.571,76,,,
22.759,-97.976,55,,,
21.077,-88.906,86,,,
21.083,-88.911,73,,,
21.068,-88.915,78,,,
20.865,-88.543,56,,,
22.617,-98.898,65,,,
23.379,-105.547,61,,,
20.816,-88.986,53,,,
20.815,-88.957,64,,,
20.718,-88.806,58,,,
20.664,-88.424,64,,,
20.726,-88.811,63,,,
20.575,-88.483,22,,,
20.644,-88.97,65,,,
20.637,-88.937,90,,,
20.628,-88.944,90,,,
20.639,-89.079,59,,,
20.61,-89.017,60,,,
20.529,-88.863,62,,,
20.522,-88.829,72,,,
20.513,-88.838,75,,,
20.503,-89.322,77,,,
20.367,-89.052,81,,,
20.373,-89.057,83,,,
20.389,-89.452,83,,,
20.302,-89.107,46,,,
20.393,-89.457,65,,,
20.377,-89.46,80,,,
20.308,-89.112,63,,,
20.279,-89.287,61,,,
21.774,-97.925,46,,,
20.284,-89.292,59,,,
21.486,-97.914,77,,,
20.102,-90.098,40,,,
19.815,-88.751,49,,,
20.073,-90.104,63,,,
20.059,-90.107,79,,,
19.851,-89.241,78,,,
20.073,-90.111,34,,,
19.842,-89.251,78,,,
19.835,-89.218,75,,,
19.824,-89.322,91,,,
19.829,-89.326,87,,,
19.823,-89.294,72,,,
21.197,-98.011,42,,,
21.175,-98.053,70,,,
21.244,-99.673,61,,,
19.719,-90.579,73,,,
20.896,-98.099,55,,,
20.895,-98.09,75,,,
19.479,-90.45,79,,,
19.478,-90.455,78,,,
21.059,-100.938,71,,,
21.057,-100.927,72,,,
18.986,-88.924,83,,,
18.979,-88.888,89,,,
18.98,-88.931,70,,,
18.972,-88.895,90,,,
21.072,-103.31,71,,,
18.633,-88.474,50,,,
18.63,-88.481,49,,,
20.933,-102.646,87,,,
20.297,-98.165,80,,,
20.296,-98.156,74,,,
20.928,-104.224,75,,,
20.908,-104.155,59,,,
20.887,-104.176,45,,,
20.66,-102.438,83,,,
20.658,-102.424,67,,,
20.64,-102.361,75,,,
20.61,-102.266,92,,,
20.685,-103.042,73,,,
19.845,-97.916,76,,,
19.843,-97.907,76,,,
18.629,-91.156,46,,,
20.113,-100.738,69,,,
18.546,-91.206,61,,,
19.927,-99.666,80,,,
19.926,-99.657,92,,,
20.227,-102.142,65,,,
19.395,-96.395,57,,,
19.393,-96.384,82,,,
20.163,-102.272,84,,,
20.235,-103.762,94,,,
20.233,-103.746,70,,,
20.09,-102.587,40,,,
19.269,-96.887,68,,,
18.156,-90.538,60,,,
19.269,-97.475,29,,,
18.318,-91.886,46,,,
18.314,-91.864,65,,,
18.3,-91.866,74,,,
18.08,-90.705,69,,,
19.859,-101.889,82,,,
19.857,-101.878,58,,,
20.034,-103.408,55,,,
19.757,-101.355,79,,,
19.755,-101.344,81,,,
19.747,-101.356,48,,,
