latitude,longitude,confidence,,,
23.139,-98.35,82,,,
23.138,-98.359,79,,,
23.148,-98.351,46,,,
23.146,-98.361,26,,,
23.158,-98.471,78,,,
23.017,-99.434,61,,,
42.847,-80.391,48,,,
41.915,-121.445,81,,,
41.909,-121.453,71,,,
41.843,-121.535,76,,,
41.831,-121.491,73,,,
41.838,-121.545,71,,,
41.826,-121.501,75,,,
23.196,-98.464,76,,,
23.195,-98.473,65,,,
23.121,-98.976,91,,,
23.132,-98.968,85,,,
23.13,-98.977,79,,,
23.168,-98.785,85,,,
23.163,-99.003,81,,,
23.013,-100.005,87,,,
23.011,-100.016,86,,,
23.02,-100.017,52,,,
23.18,-99.083,51,,,
22.352,-104.634,30,,,
22.358,-104.618,62,,,
22.354,-104.639,57,,,
22.367,-104.639,74,,,
22.507,-104.219,60,,,
22.498,-104.639,20,,,
22.685,-104.913,79,,,
22.682,-104.932,55,,,
22.795,-104.829,55,,,
23.008,-103.935,84,,,
23.895,-99.965,67,,,
23.236,-104.861,40,,,
23.238,-104.866,57,,,
25.588,-99.936,70,,,
26.089,-100.347,70,,,
26.088,-100.357,71,,,
26.887,-101.451,71,,,
28.571,-100.602,58,,,
29.342,-101.001,42,,,
32.38,-97.89,71,,,
32.755,-105.516,94,,,
32.752,-105.53,100,,,
32.749,-105.545,64,,,
32.765,-105.519,74,,,
32.758,-105.522,98,,,
32.756,-105.536,87,,,
32.998,-110.761,73,,,
32.991,-110.793,74,,,
32.997,-110.764,75,,,
41.725,-99.244,100,,,
41.724,-99.259,100,,,
41.735,-99.246,91,,,
41.734,-99.261,88,,,
42.797,-96.904,38,,,
42.836,-98.251,73,,,
42.847,-98.253,88,,,
42.845,-98.271,100,,,
42.927,-97.756,79,,,
42.925,-97.775,52,,,
47.695,-111.811,56,,,
33.012,-113.098,53,,,
33.009,-113.103,67,,,
39.222,-123.034,65,,,
39.221,-123.049,62,,,
41.866,-121.533,63,,,
41.928,-121.465,60,,,
41.94,-121.467,78,,,
43.045,-118.858,76,,,
43.061,-118.827,35,,,
43.059,-118.859,88,,,
43.064,-118.864,83,,,
43.306,-120.523,76,,,
43.306,-120.528,78,,,
19.372,-155.082,93,,,
19.38,-155.065,65,,,
19.375,-155.089,90,,,
19.397,-155.283,100,,,
19.392,-155.31,43,,,
19.399,-155.288,100,,,
20.363,-75.824,53,,,
20.387,-77.047,100,,,
20.385,-77.059,79,,,
20.561,-76.276,78,,,
20.969,-77.518,56,,,
21.117,-78.033,50,,,
21.109,-78.168,43,,,
21.113,-78.175,46,,,
21.194,-78.221,55,,,
21.193,-78.232,100,,,
21.198,-78.227,100,,,
21.196,-78.238,87,,,
19.4,-90.659,93,,,
19.404,-90.667,72,,,
21.686,-78.712,49,,,
21.685,-78.722,85,,,
21.982,-79.61,53,,,
22.264,-80.44,74,,,
22.257,-80.878,78,,,
21.286,-87.152,72,,,
21.298,-87.154,43,,,
21.287,-87.158,43,,,
21.3,-87.16,11,,,
22.433,-80.48,76,,,
22.311,-81.335,79,,,
22.31,-81.345,89,,,
22.704,-79.845,75,,,
22.714,-79.846,81,,,
28.356,-81.89,100,,,
28.365,-81.891,69,,,
28.364,-81.901,89,,,
28.476,-81.14,68,,,
28.475,-81.151,16,,,
33.312,-79.888,60,,,
17.567,-96.685,5,,,
17.581,-96.687,100,,,
17.574,-96.662,30,,,
17.57,-96.697,97,,,
17.585,-96.696,86,,,
17.599,-96.694,60,,,
17.516,-99.618,77,,,
17.515,-99.623,49,,,
17.819,-100.337,25,,,
17.83,-100.337,65,,,
17.961,-100.856,50,,,
17.959,-100.869,25,,,
17.956,-100.897,47,,,
18.044,-100.259,71,,,
18.043,-100.274,100,,,
18.052,-100.289,82,,,
18.166,-100.195,72,,,
18.768,-97.061,100,,,
18.765,-97.086,86,,,
18.663,-98.405,45,,,
18.663,-98.411,44,,,
18.652,-101.358,81,,,
18.946,-100.457,67,,,
19.255,-100.167,56,,,
19.438,-98.788,30,,,
19.451,-98.788,23,,,
19.441,-98.793,48,,,
19.257,-102.049,95,,,
19.807,-97.252,52,,,
19.351,-101.869,73,,,
19.361,-101.871,93,,,
20.271,-98.181,88,,,
19.959,-103.165,89,,,
19.958,-103.175,45,,,
20.387,-101.715,55,,,
20.49,-102.12,58,,,
20.759,-103.58,100,,,
20.906,-104.193,7,,,
20.904,-104.203,87,,,
20.915,-104.195,88,,,
20.912,-104.214,60,,,
20.974,-104.163,64,,,
20.973,-104.173,32,,,
21.439,-101.595,88,,,
21.438,-101.609,58,,,
21.591,-101.682,100,,,
21.954,-99.078,100,,,
21.952,-99.098,77,,,
21.955,-99.083,100,,,
23.071,-98.428,100,,,
23.069,-98.451,100,,,
23.142,-98.35,65,,,
23.011,-100.013,73,,,
22.479,-104.383,62,,,
23.023,-100.016,92,,,
23.021,-100.031,37,,,
23.029,-100.023,75,,,
22.679,-104.808,37,,,
26.885,-101.459,58,,,
26.885,-101.449,20,,,
42.684,-111.589,76,,,
18.461,-69.044,42,,,
18.64,-95.502,81,,,
19.361,-101.872,38,,,
18.797,-97.107,88,,,
18.782,-97.139,17,,,
18.781,-97.129,100,,,
18.772,-97.064,81,,,
18.771,-97.131,42,,,
18.355,-94.805,84,,,
18.372,-95.63,100,,,
17.901,-92.49,81,,,
18.363,-95.631,73,,,
18.361,-95.621,72,,,
18.078,-94.363,70,,,
17.843,-93.121,100,,,
17.842,-93.111,100,,,
18.713,-99.755,51,,,
18.457,-98.067,53,,,
17.721,-93.107,81,,,
18.648,-101.354,94,,,
18.043,-100.266,85,,,
17.582,-96.699,100,,,
17.581,-96.69,99,,,
17.572,-96.69,100,,,
17.57,-96.681,100,,,
17.569,-96.672,68,,,
17.876,-100.298,57,,,
17.584,-99.667,54,,,
17.586,-99.674,32,,,
17.521,-99.609,57,,,
17.526,-99.939,32,,,
23.146,-98.351,97,,,
23.135,-98.353,62,,,
23.076,-98.432,71,,,
23.022,-100.017,13,,,
21.6,-101.681,69,,,
19.481,-90.482,97,,,
19.479,-90.469,81,,,
20.612,-98.376,84,,,
19.408,-90.66,77,,,
19.405,-90.647,99,,,
19.403,-90.634,71,,,
19.41,-90.653,92,,,
19.397,-90.642,88,,,
19.571,-92.241,69,,,
19.569,-92.231,94,,,
19.524,-92.185,67,,,
19.425,-92.078,52,,,
20.272,-98.187,56,,,
20.27,-98.174,18,,,
19.399,-92.039,95,,,
19.298,-92.172,63,,,
19.898,-97.958,71,,,
19.896,-97.945,57,,,
19.794,-97.785,62,,,
19.775,-97.638,61,,,
18.474,-90.834,68,,,
18.641,-92.166,80,,,
18.149,-90.549,80,,,
19.346,-155.043,47,,,
19.345,-155.053,52,,,
19.371,-155.066,40,,,
19.369,-155.075,90,,,
19.379,-155.073,100,,,
19.378,-155.083,60,,,
19.404,-155.281,100,,,
19.402,-155.291,100,,,
19.413,-155.283,98,,,
19.411,-155.292,35,,,
42.689,-111.589,85,,,
17.954,-100.592,71,,,
17.966,-100.853,42,,,
17.959,-100.865,73,,,
17.957,-100.855,75,,,
17.872,-100.316,65,,,
17.871,-100.306,74,,,
17.869,-100.296,52,,,
17.953,-100.886,47,,,
18.08,-101.902,77,,,
18.071,-101.903,78,,,
17.83,-100.331,48,,,
17.825,-100.538,73,,,
17.88,-101.016,44,,,
17.51,-98.788,57,,,
17.512,-98.794,50,,,
17.841,-100.998,38,,,
17.832,-101,75,,,
17.515,-99.508,52,,,
17.522,-99.614,38,,,
17.512,-99.617,21,,,
17.517,-99.948,40,,,
17.515,-99.937,29,,,
38.599,-75.601,79,,,
34.34,-80.3,67,,,
34.337,-80.307,55,,,
33.305,-79.879,83,,,
33.31,-79.885,65,,,
33.308,-79.866,41,,,
33.298,-79.887,32,,,
33.296,-79.868,80,,,
28.361,-81.906,67,,,
28.359,-81.885,81,,,
26.742,-77.406,56,,,
26.74,-77.395,67,,,
26.626,-78.494,56,,,
24.162,-77.625,71,,,
24.161,-77.615,83,,,
24.153,-77.627,65,,,
24.152,-77.616,77,,,
23.01,-81.813,66,,,
23.01,-81.917,29,,,
36.652,-100.814,63,,,
36.718,-101.476,69,,,
36.717,-101.462,76,,,
35.904,-95.687,0,,,
35.902,-95.676,49,,,
36.447,-99.408,63,,,
36.044,-96.906,46,,,
35.989,-96.85,75,,,
35.987,-96.839,59,,,
36.009,-97.409,55,,,
35.699,-97.01,55,,,
35.738,-97.387,56,,,
35.183,-96.965,58,,,
35.501,-99.828,56,,,
35.499,-99.817,65,,,
34.903,-95.957,67,,,
34.921,-96.827,54,,,
35.049,-97.723,77,,,
35.251,-99.599,73,,,
35.25,-99.943,84,,,
35.222,-99.948,63,,,
34.548,-98.201,71,,,
33.957,-95.639,46,,,
33.462,-99.238,66,,,
33.46,-99.228,72,,,
32.448,-94.684,49,,,
32.907,-97.674,55,,,
33.016,-98.706,52,,,
32.29,-96.59,58,,,
32.472,-98.208,64,,,
32.332,-97.658,56,,,
32.331,-97.83,79,,,
32.329,-97.819,64,,,
32.482,-100.004,53,,,
32.231,-98.45,61,,,
32.372,-99.546,66,,,
32.175,-98.202,67,,,
32.253,-99.358,75,,,
32.297,-99.863,52,,,
32.255,-99.564,92,,,
32.254,-99.553,82,,,
32.288,-99.864,94,,,
32.286,-99.854,82,,,
31.792,-97.522,77,,,
32.141,-100.003,72,,,
31.902,-98.778,54,,,
32.996,-110.751,48,,,
31.709,-97.877,55,,,
32.995,-110.757,49,,,
31.569,-97.864,59,,,
31.728,-100.344,58,,,
31.217,-98.765,54,,,
30.827,-98.145,70,,,
30.38,-97.095,54,,,
30.25,-99.716,59,,,
30.192,-99.379,55,,,
29.909,-99.594,70,,,
29.908,-99.584,71,,,
29.872,-100.622,60,,,
29.565,-98.833,59,,,
29.173,-97.518,54,,,
29.129,-99.995,50,,,
28.499,-97.988,64,,,
27.818,-97.49,71,,,
27.816,-97.479,75,,,
27.814,-97.467,53,,,
27.683,-99.263,62,,,
27.395,-98.366,40,,,
27.059,-97.555,52,,,
27.038,-97.548,97,,,
27.036,-97.536,100,,,
26.882,-97.72,82,,,
26.88,-97.709,100,,,
26.878,-97.698,84,,,
26.872,-97.722,78,,,
26.891,-98.92,73,,,
26.887,-101.461,67,,,
26.885,-101.451,71,,,
26.111,-97.803,73,,,
26.303,-99.845,85,,,
25.989,-100.15,63,,,
25.697,-98.393,86,,,
25.695,-98.383,74,,,
24.296,-97.82,95,,,
24.294,-97.808,88,,,
24.999,-105.056,73,,,
23.83,-98.056,53,,,
23.829,-99.189,34,,,
23.335,-97.919,77,,,
23.333,-97.907,67,,,
24.308,-105.299,48,,,
24.297,-105.301,82,,,
23.252,-98.038,79,,,
23.14,-98.359,77,,,
23.129,-98.349,71,,,
23.152,-99.002,64,,,
22.975,-98.539,100,,,
22.973,-98.528,71,,,
22.965,-98.541,100,,,
22.964,-98.529,59,,,
22.884,-98.938,74,,,
23.026,-100.02,43,,,
23.015,-100.012,84,,,
23.014,-100.002,70,,,
23.043,-102.463,52,,,
22.219,-99.126,69,,,
22.244,-100.223,87,,,
22.132,-99.502,67,,,
22.026,-99.196,40,,,
21.653,-98.31,60,,,
21.986,-102.146,94,,,
21.984,-102.136,88,,,
21.977,-102.148,16,,,
21.31,-97.983,58,,,
19.716,-90.574,70,,,
19.717,-90.578,71,,,
21.545,-101.712,39,,,
19.405,-90.672,55,,,
19.396,-90.628,75,,,
19.406,-90.677,53,,,
19.397,-90.633,76,,,
20.454,-97.171,69,,,
20.681,-100.027,92,,,
20.7,-102.301,82,,,
20.159,-99.813,74,,,
20.157,-99.802,86,,,
18.35,-91.177,66,,,
18.341,-91.135,66,,,
18.341,-91.142,72,,,
19.746,-99.204,41,,,
19.601,-99.209,20,,,
19.423,-98.805,100,,,
19.421,-98.794,100,,,
19.413,-98.806,100,,,
19.411,-98.795,100,,,
18.084,-91.929,54,,,
18.08,-91.936,53,,,
19.384,-99.431,50,,,
19.111,-99.032,74,,,
19.109,-99.02,79,,,
19.101,-99.033,86,,,
19.099,-99.022,78,,,
19.256,-100.063,32,,,
18.773,-97.207,91,,,
18.771,-97.193,93,,,
19.725,-103.342,88,,,
19.96,-105.259,92,,,
19.958,-105.246,74,,,
19.95,-105.26,77,,,
19.948,-105.248,55,,,
19.061,-99.299,51,,,
18.505,-96.276,71,,,
17.837,-93.126,49,,,
18.668,-98.406,59,,,
18.666,-98.393,75,,,
18.658,-98.408,35,,,
19.426,-104.446,71,,,
18.421,-98.764,58,,,
18.419,-98.752,65,,,
18.957,-102.348,61,,,
18.948,-102.35,52,,,
19.007,-103.077,73,,,
19.005,-103.068,85,,,
18.427,-99.295,37,,,
18.425,-99.301,68,,,
18.643,-101.354,30,,,
18.86,-103.876,57,,,
18.586,-102.967,82,,,
17.813,-98.394,63,,,
17.807,-98.402,92,,,
17.805,-98.388,88,,,
18.061,-100.281,26,,,
17.783,-98.639,60,,,
18.039,-100.265,73,,,
18.03,-100.266,73,,,
17.695,-98.346,70,,,
47.174,-100.888,44,,,
40.068,-97.133,65,,,
38.872,-98.834,57,,,
37.916,-99.334,90,,,
37.915,-99.322,82,,,
37.89,-99.396,61,,,
37.413,-98.513,66,,,
22.96,-81.965,76,,,
22.704,-79.848,100,,,
22.702,-79.835,85,,,
22.687,-79.875,85,,,
22.685,-79.863,90,,,
22.729,-80.378,81,,,
22.727,-80.365,61,,,
22.642,-80.423,65,,,
22.622,-80.426,91,,,
22.62,-80.412,83,,,
22.614,-80.42,81,,,
22.491,-79.853,60,,,
22.489,-79.84,41,,,
22.516,-80.372,66,,,
22.368,-80.085,82,,,
22.212,-78.965,95,,,
22.21,-78.954,100,,,
22.434,-80.876,91,,,
22.607,-82.852,56,,,
22.615,-82.837,41,,,
22.303,-80.949,64,,,
22.302,-80.935,65,,,
22.291,-80.937,67,,,
21.925,-78.414,58,,,
21.933,-78.615,96,,,
22.115,-80.106,84,,,
22.115,-80.1,51,,,
22.115,-80.781,45,,,
22.114,-80.768,75,,,
22.105,-80.783,52,,,
22.103,-80.769,74,,,
22.109,-80.775,87,,,
22.108,-80.761,48,,,
21.88,-79.017,75,,,
21.878,-79.763,66,,,
21.88,-80.094,67,,,
21.852,-80.036,36,,,
21.744,-79.267,69,,,
21.742,-79.256,56,,,
21.462,-77.466,72,,,
21.494,-77.759,93,,,
21.493,-77.749,81,,,
21.402,-77.181,42,,,
21.691,-79.57,49,,,
21.296,-78.315,73,,,
21.295,-78.305,83,,,
21.285,-78.235,72,,,
21.284,-78.225,70,,,
21.117,-78.024,50,,,
21.109,-78.035,76,,,
21.108,-78.025,67,,,
21.108,-78.152,68,,,
21.107,-78.143,70,,,
20.907,-77.195,72,,,
20.937,-77.854,61,,,
20.888,-78.028,62,,,
20.567,-76.277,94,,,
20.566,-76.267,57,,,
20.558,-76.278,85,,,
20.557,-76.268,86,,,
20.781,-77.991,61,,,
20.753,-77.985,95,,,
20.751,-77.976,70,,,
20.361,-75.651,37,,,
20.302,-75.809,53,,,
20.326,-76.024,72,,,
20.324,-76.014,51,,,
20.161,-75.028,64,,,
20.459,-77.036,57,,,
20.45,-77.038,92,,,
20.43,-77.022,54,,,
20.245,-75.918,94,,,
20.243,-75.909,74,,,
20.204,-75.831,79,,,
20.202,-75.822,92,,,
20.332,-76.86,31,,,
20.171,-75.977,68,,,
20.169,-75.967,44,,,
20.221,-76.855,67,,,
20.219,-76.846,54,,,
20.15,-77.189,80,,,
20.008,-76.544,77,,,
20.117,-77.339,87,,,
19.083,-71.301,30,,,
18.344,-77.506,81,,,
18.342,-77.496,80,,,
18.335,-77.507,67,,,
18.333,-77.498,60,,,
26.658,-78.517,68,,,
27.064,-81.257,71,,,
31.148,-87.984,44,,,
31.213,-88.401,25,,,
33.234,-87.509,59,,,
32.247,-99.552,60,,,
32.245,-99.56,66,,,
35.041,-90.166,37,,,
34.84,-91.46,0,,,
34.548,-98.2,57,,,
34.543,-98.202,58,,,
35.415,-98.693,55,,,
35.984,-96.846,58,,,
35.99,-96.853,61,,,
37.154,-98.257,58,,,
37.155,-98.262,70,,,
36.708,-101.487,60,,,
36.708,-101.49,59,,,
37.811,-98.138,67,,,
37.903,-99.336,57,,,
37.915,-99.348,49,,,
19.406,-155.29,100,,,
19.405,-155.277,100,,,
19.379,-155.074,98,,,
19.378,-155.061,89,,,
19.369,-155.075,79,,,
48.519,-119.357,72,,,
47.27,-119.292,68,,,
47.269,-119.279,100,,,
47.267,-119.266,76,,,
46.919,-119.423,80,,,
46.91,-119.426,88,,,
46.908,-119.413,82,,,
45.98,-118.467,72,,,
45.978,-118.455,45,,,
44.206,-120.896,90,,,
44.197,-120.899,79,,,
40.465,-122.323,24,,,
39.541,-121.785,52,,,
39.476,-121.783,86,,,
38.187,-121.129,59,,,
38.016,-121.218,80,,,
38.014,-121.207,72,,,
37.619,-120.633,53,,,
37.257,-120.284,63,,,
37.252,-120.431,75,,,
37.29,-120.72,70,,,
36.87,-120.418,45,,,
36.735,-120.104,60,,,
36.615,-120.004,57,,,
36.499,-119.635,58,,,
36.49,-119.638,39,,,
36.404,-119.255,80,,,
35.72,-119.201,46,,,
35.526,-119.439,53,,,
35.36,-119.211,71,,,
35.351,-119.213,58,,,
34.393,-118.943,74,,,
34.311,-118.885,58,,,
34.308,-118.871,53,,,
33.358,-116.833,60,,,
32.735,-114.563,66,,,
17.512,-88.597,29,,,
17.6,-88.551,57,,,
17.597,-88.567,84,,,
17.608,-88.569,74,,,
17.676,-88.372,70,,,
17.654,-88.568,16,,,
17.691,-88.558,39,,,
17.885,-88.507,37,,,
17.557,-90.792,81,,,
18.046,-88.234,47,,,
18.044,-88.25,49,,,
17.972,-89.002,100,,,
17.969,-89.02,100,,,
17.689,-90.581,91,,,
17.984,-89.005,46,,,
17.705,-90.805,88,,,
17.7,-90.829,85,,,
17.767,-90.507,74,,,
17.71,-90.811,95,,,
17.705,-90.835,82,,,
17.798,-90.836,85,,,
17.794,-90.859,84,,,
17.812,-90.838,65,,,
17.808,-90.862,74,,,
18.196,-88.986,56,,,
18.205,-88.975,49,,,
18.178,-89.26,56,,,
18.278,-88.763,58,,,
18.19,-89.263,94,,,
18.187,-89.281,89,,,
18.29,-88.765,38,,,
19.997,-76.551,50,,,
18.211,-89.361,78,,,
18.207,-89.379,70,,,
19.934,-77.479,67,,,
17.886,-91.327,34,,,
18.214,-89.368,78,,,
19.939,-77.468,58,,,
19.937,-77.486,52,,,
17.875,-91.331,34,,,
20.167,-75.98,59,,,
18.079,-90.666,71,,,
18.14,-90.561,68,,,
18.473,-89.028,57,,,
18.482,-89.048,27,,,
18.519,-89.328,28,,,
18.51,-89.331,39,,,
18.076,-91.961,67,,,
18.222,-91.294,44,,,
18.792,-88.674,19,,,
18.789,-88.69,88,,,
18.786,-88.706,43,,,
18.8,-88.693,70,,,
18.797,-88.697,88,,,
20.467,-76.613,63,,,
18.597,-90.013,91,,,
20.557,-76.27,79,,,
18.307,-91.874,45,,,
20.747,-76.181,77,,,
20.744,-76.206,36,,,
19.005,-89.11,34,,,
19.015,-89.101,61,,,
19.157,-88.432,61,,,
18.884,-90.463,46,,,
19.14,-89.327,77,,,
19.161,-89.349,43,,,
19.149,-89.317,62,,,
19.146,-89.335,23,,,
20.831,-77.752,88,,,
20.872,-77.833,81,,,
20.898,-77.818,45,,,
20.875,-77.839,74,,,
20.901,-77.823,39,,,
19.21,-89.691,40,,,
18.98,-90.938,17,,,
18.993,-90.941,44,,,
21.089,-77.151,57,,,
21.016,-77.957,76,,,
21.084,-78.26,49,,,
19.604,-88.853,73,,,
19.601,-88.86,55,,,
21.134,-78.203,82,,,
19.442,-89.874,80,,,
19.439,-89.893,81,,,
21.227,-77.691,89,,,
19.394,-90.647,50,,,
19.39,-90.651,71,,,
21.27,-77.894,77,,,
19.403,-90.653,58,,,
21.382,-78.264,85,,,
21.387,-78.27,63,,,
19.934,-88.812,40,,,
19.931,-88.828,57,,,
20.132,-88.465,89,,,
20.081,-88.832,69,,,
20.135,-88.456,78,,,
20.133,-88.471,78,,,
20.093,-88.824,77,,,
20.091,-88.839,67,,,
20.224,-88.534,60,,,
21.618,-78.564,45,,,
20.225,-88.541,72,,,
20.236,-88.543,78,,,
20.06,-89.598,43,,,
20.317,-88.201,73,,,
19.996,-90.024,43,,,
20.328,-88.203,100,,,
20.325,-88.217,85,,,
21.704,-78.54,100,,,
21.702,-78.557,69,,,
20.063,-89.862,70,,,
21.716,-78.542,81,,,
20.168,-89.404,84,,,
20.165,-89.421,63,,,
21.712,-78.529,90,,,
21.71,-78.546,100,,,
20.162,-89.408,87,,,
20.188,-89.538,31,,,
20.184,-89.556,80,,,
21.862,-77.809,61,,,
21.86,-77.829,48,,,
20.149,-89.963,92,,,
20.156,-89.952,51,,,
20.152,-89.97,89,,,
21.787,-78.9,44,,,
21.808,-78.919,47,,,
21.773,-79.521,61,,,
21.771,-79.536,53,,,
21.849,-79.07,54,,,
20.519,-88.429,97,,,
20.517,-88.444,93,,,
20.492,-88.591,85,,,
20.489,-88.606,74,,,
20.481,-88.594,77,,,
21.849,-79.06,61,,,
20.52,-88.435,100,,,
20.518,-88.449,70,,,
20.492,-88.596,82,,,
20.521,-88.495,81,,,
20.519,-88.51,98,,,
20.404,-89.158,89,,,
20.401,-89.174,83,,,
20.43,-89.079,69,,,
21.864,-79.328,49,,,
20.302,-89.929,60,,,
21.84,-79.627,29,,,
20.579,-88.417,79,,,
20.577,-88.431,75,,,
21.843,-79.699,57,,,
20.514,-88.867,94,,,
20.511,-88.883,78,,,
21.847,-79.756,65,,,
21.963,-78.863,40,,,
21.961,-78.87,43,,,
22.024,-78.394,38,,,
22.023,-78.411,48,,,
21.872,-79.766,54,,,
20.633,-88.389,94,,,
20.541,-88.912,78,,,
20.538,-88.927,91,,,
20.445,-89.449,80,,,
22.031,-78.448,48,,,
20.678,-88.383,90,,,
21.888,-80.093,62,,,
21.886,-80.107,73,,,
20.689,-88.386,73,,,
21.923,-79.888,43,,,
21.982,-79.487,68,,,
20.756,-88.599,72,,,
20.541,-89.839,74,,,
22.035,-79.844,40,,,
20.549,-89.828,69,,,
20.808,-88.51,64,,,
21.698,-82.923,65,,,
21.696,-82.933,84,,,
22.062,-80.25,67,,,
22.061,-80.262,86,,,
20.602,-90.089,49,,,
22.107,-80.099,70,,,
22.106,-80.112,90,,,
22.118,-80.1,95,,,
22.116,-80.114,100,,,
22.107,-80.194,74,,,
22.215,-79.641,79,,,
22.213,-79.656,65,,,
22.19,-80.088,65,,,
22.171,-80.343,70,,,
22.186,-80.305,100,,,
22.184,-80.318,92,,,
20.962,-88.751,100,,,
20.96,-88.766,96,,,
21.103,-87.992,71,,,
22.243,-80.178,100,,,
22.242,-80.192,66,,,
22.162,-80.844,55,,,
21.003,-88.713,82,,,
21,-88.728,82,,,
22.229,-80.47,48,,,
21.289,-87.114,78,,,
22.225,-80.475,58,,,
21.285,-87.143,49,,,
21.3,-87.11,95,,,
21.298,-87.122,84,,,
21.292,-87.157,53,,,
22.175,-81.061,33,,,
21.018,-88.893,89,,,
21.015,-88.908,73,,,
21.082,-88.658,94,,,
21.079,-88.672,79,,,
22.304,-80.341,80,,,
22.302,-80.354,86,,,
21.149,-88.33,95,,,
21.146,-88.344,74,,,
21.093,-88.66,86,,,
21.09,-88.675,67,,,
22.314,-80.342,99,,,
22.313,-80.355,100,,,
21.159,-88.333,94,,,
21.157,-88.347,84,,,
22.341,-80.211,77,,,
22.328,-80.317,51,,,
22.326,-80.331,51,,,
22.366,-80.09,84,,,
22.373,-80.084,74,,,
22.372,-80.098,85,,,
22.357,-80.315,94,,,
22.359,-80.475,68,,,
22.316,-80.829,73,,,
22.277,-81.31,66,,,
21.179,-88.699,82,,,
21.176,-88.714,76,,,
22.296,-81.312,69,,,
22.304,-81.343,63,,,
22.302,-81.354,53,,,
22.49,-79.849,76,,,
22.479,-80.404,56,,,
22.475,-80.523,86,,,
21.289,-88.726,78,,,
22.013,-84.15,78,,,
21.293,-88.719,67,,,
21.29,-88.733,65,,,
22.504,-81.115,80,,,
22.608,-80.362,76,,,
22.607,-80.375,58,,,
22.516,-81.105,66,,,
22.515,-81.11,52,,,
22.614,-80.368,64,,,
22.618,-80.423,81,,,
22.616,-80.436,39,,,
22.695,-79.845,99,,,
22.694,-79.859,92,,,
22.628,-80.424,60,,,
22.627,-80.437,84,,,
22.638,-80.426,49,,,
22.649,-80.427,94,,,
22.647,-80.44,74,,,
22.701,-80.257,70,,,
22.699,-80.271,64,,,
22.711,-80.259,87,,,
22.71,-80.272,100,,,
22.708,-80.286,79,,,
22.709,-80.251,73,,,
22.707,-80.265,94,,,
22.705,-80.279,64,,,
22.717,-80.266,100,,,
22.716,-80.28,100,,,
22.694,-80.819,63,,,
22.668,-81.029,57,,,
22.829,-79.957,93,,,
22.827,-79.971,62,,,
22.776,-80.398,77,,,
22.833,-79.949,40,,,
22.832,-79.963,70,,,
22.782,-80.404,62,,,
22.471,-83.111,93,,,
22.47,-83.121,74,,,
22.477,-83.132,46,,,
22.833,-80.677,73,,,
22.831,-80.689,89,,,
22.744,-81.497,77,,,
22.753,-81.499,100,,,
22.752,-81.51,41,,,
22.796,-81.47,76,,,
22.795,-81.482,46,,,
22.763,-81.811,73,,,
22.737,-82.163,63,,,
22.72,-82.404,69,,,
22.638,-83.028,30,,,
22.854,-81.496,74,,,
22.96,-80.964,59,,,
22.842,-82.053,65,,,
22.742,-82.808,61,,,
22.885,-81.831,64,,,
22.952,-81.375,91,,,
22.804,-82.688,70,,,
22.991,-81.464,67,,,
22.976,-81.579,86,,,
22.974,-81.591,87,,,
22.933,-81.996,78,,,
22.931,-82.007,58,,,
22.878,-82.488,71,,,
22.956,-81.966,86,,,
22.96,-81.961,79,,,
22.959,-81.972,75,,,
22.953,-82.735,46,,,
23.063,-82.183,74,,,
23.099,-81.977,39,,,
17.951,-100.595,85,,,
18.127,-98.897,80,,,
17.957,-100.601,78,,,
17.958,-100.854,30,,,
18.084,-101.143,90,,,
18.084,-101.127,70,,,
18.081,-101.147,73,,,
18.765,-97.206,19,,,
18.656,-98.416,71,,,
18.877,-98.83,82,,,
18.87,-98.834,74,,,
18.868,-99.34,67,,,
19.013,-98.454,46,,,
19.144,-99.265,56,,,
19.405,-98.805,60,,,
19.413,-98.81,44,,,
19.432,-98.784,38,,,
18.997,-103.07,0,,,
19.502,-101.943,86,,,
19.547,-101.769,62,,,
19.548,-101.777,54,,,
19.399,-103.638,80,,,
19.45,-103.497,82,,,
19.777,-102.635,80,,,
19.718,-103.345,89,,,
19.822,-103.638,67,,,
19.833,-103.639,98,,,
19.953,-105.257,65,,,
20.488,-102.573,69,,,
20.633,-102.318,81,,,
20.776,-103.575,64,,,
20.897,-104.194,53,,,
20.908,-104.196,59,,,
20.913,-104.189,57,,,
21.032,-104.678,64,,,
21.031,-104.691,69,,,
21.104,-104.586,75,,,
21.102,-104.599,87,,,
21.468,-102.393,84,,,
21.47,-102.401,80,,,
22.019,-104.073,80,,,
23.018,-100.03,72,,,
24.29,-105.301,86,,,
24.288,-105.315,67,,,
24.3,-105.302,76,,,
24.299,-105.316,65,,,
25.014,-107.463,54,,,
25.024,-107.465,86,,,
26.163,-106.814,69,,,
26.416,-106.744,86,,,
27.501,-105.346,62,,,
32.734,-114.552,65,,,
33.356,-116.846,87,,,
36.214,-99.605,54,,,
36.215,-99.613,46,,,
35.353,-119.218,30,,,
35.646,-119.285,65,,,
39.062,-119.927,0,,,
39.715,-123.201,68,,,
39.721,-123.207,76,,,
42.011,-112.701,64,,,
42.528,-113.604,52,,,
43.835,-123.579,41,,,
46.26,-118.023,100,,,
46.284,-117.981,61,,,
46.257,-118.258,87,,,
46.255,-118.272,51,,,
46.126,-119.026,40,,,
46.266,-118.261,77,,,
46.47,-117.462,85,,,
